id,name,created_at,updated_at
480,mixed tocopherols (a source of vitamin e) and rosemary extract.,2024-05-02 10:49:16.72953,
481,celery seeds,2024-05-02 10:49:16.72953,
482,cyanocobalamin,2024-05-02 10:49:16.72953,
483,de-boned chicken,2024-05-02 10:49:16.72953,
484,apple pomace,2024-05-02 10:49:16.72953,
485,salmon oil (source of epa and dha),2024-05-02 10:49:16.72953,
486,organic coconut oil,2024-05-02 10:49:16.72953,
487,glycerin,2024-05-02 10:49:16.72953,
489,dehydrated bifidobacterium bifidum thermophilum fermentation product,2024-05-02 10:49:16.72953,
490,dried pediococcus acidilactici fermentation produc,2024-05-02 10:49:16.72953,
491,calcium propionate (as a preservative),2024-05-02 10:49:16.72953,
492,whole wheat,2024-05-02 10:49:16.72953,
493,organic dried egg product,2024-05-02 10:49:16.72953,
494,calcium carbonate,2024-05-02 10:49:16.72953,
495,c-7027,2024-05-02 10:49:16.72953,
496,rice bran oil,2024-05-02 10:49:16.72953,
497,goose,2024-05-02 10:49:16.72953,
498,d-6942,2024-05-02 10:49:16.72953,
499,sodium selenite].,2024-05-02 10:49:16.72953,
500,sunflower oil (source of omega 6 fatty acids),2024-05-02 10:49:16.72953,
501,duck livers,2024-05-02 10:49:16.72953,
502,trace minerals (zinc oxide,2024-05-02 10:49:16.72953,
503,whole southern blue whiting,2024-05-02 10:49:16.72953,
504,trace minerals (zinc proteinate,2024-05-02 10:49:16.72953,
505,folicacid,2024-05-02 10:49:16.72953,
506,egg whites),2024-05-02 10:49:16.72953,
507,riboﬂavin,2024-05-02 10:49:16.72953,
508,d-calcium pantothenae,2024-05-02 10:49:16.72953,
509,fennel seed,2024-05-02 10:49:16.72953,
510,tricalicum phosphate,2024-05-02 10:49:16.72953,
511,biotin) carrageenan,2024-05-02 10:49:16.72953,
512,apple,2024-05-02 10:49:16.72953,
513,vitamin k supplement,2024-05-02 10:49:16.72953,
514,red 3,2024-05-02 10:49:16.72953,
515,red #40,2024-05-02 10:49:16.72953,
516,quinoa,2024-05-02 10:49:16.72953,
517,dicalcium phosphate,2024-05-02 10:49:16.72953,
518,sun cured alfalfa meal,2024-05-02 10:49:16.72953,
519,c-7021,2024-05-02 10:49:16.72953,
520,dried pomegranate,2024-05-02 10:49:16.72953,
521,wheat flour,2024-05-02 10:49:16.72953,
522,dried yogurt,2024-05-02 10:49:16.72953,
523,salmon oil (source of dha-docosahexaenoic acid),2024-05-02 10:49:16.72953,
524,iron oxide (color),2024-05-02 10:49:16.72953,
525,dried tomato powder,2024-05-02 10:49:16.72953,
526,organic sage,2024-05-02 10:49:16.72953,
527,organic flaxseed,2024-05-02 10:49:16.72953,
528,gum,2024-05-02 10:49:16.72953,
529,deboned duck,2024-05-02 10:49:16.72953,
530,ammonium chloride,2024-05-02 10:49:16.72953,
531,g426019,2024-05-02 10:49:16.72953,
532,deboned cod,2024-05-02 10:49:16.72953,
533,fish oil (preserved with mixed tocopherols).,2024-05-02 10:49:16.72953,
534,organic dried alfalfa meal,2024-05-02 10:49:16.72953,
535,taurine.,2024-05-02 10:49:16.72953,
536,poultry meal,2024-05-02 10:49:16.72953,
537,botanicals (ginger root,2024-05-02 10:49:16.72953,
538,l-ascorbyl-2-polyphosphate (a source of vitamin c),2024-05-02 10:49:16.72953,
539,minerals iron amino acid chelate,2024-05-02 10:49:16.72953,
540,dried b. animalis fermentation product and dried l. reuteri fermentation product),2024-05-02 10:49:16.72953,
541,calcium sulfate dihydrate,2024-05-02 10:49:16.72953,
542,ground venison bones,2024-05-02 10:49:16.72953,
543,hydrolyzed yeast flavoring,2024-05-02 10:49:16.72953,
544,baby clam,2024-05-02 10:49:16.72953,
545,hydrolyzed soy protein isolate,2024-05-02 10:49:16.72953,
546,meat and bone meal,2024-05-02 10:49:16.72953,
547,c474920,2024-05-02 10:49:16.72953,
548,natural antioxidant,2024-05-02 10:49:16.72953,
549,dried apple fiber,2024-05-02 10:49:16.72953,
550,iodine amino acid chelate,2024-05-02 10:49:16.72953,
551,manganese supplement,2024-05-02 10:49:16.72953,
552,tricalcium phosphate.,2024-05-02 10:49:16.72953,
553,rabbit broth,2024-05-02 10:49:16.72953,
554,direct dehydrated alfalfa pellets,2024-05-02 10:49:16.72953,
555,and citric acid).,2024-05-02 10:49:16.72953,
556,beef broth,2024-05-02 10:49:16.72953,
557,calcium iodate) kelp,2024-05-02 10:49:16.72953,
558,vitamin b12supplement),2024-05-02 10:49:16.72953,
559,thiamine hydrochloride,2024-05-02 10:49:16.72953,
560,potassiu iodide),2024-05-02 10:49:16.72953,
561,l-tryptophan,2024-05-02 10:49:16.72953,
562,dehydrated quail,2024-05-02 10:49:16.72953,
563,minerals ( zinc proteinate,2024-05-02 10:49:16.72953,
564,dried bacillus coagulans fermentation product* *contains a source of live,2024-05-02 10:49:16.72953,
565,dried aspergillus niger fermentation extract,2024-05-02 10:49:16.72953,
566,salmon oil (source of dha),2024-05-02 10:49:16.72953,
567,organic liver,2024-05-02 10:49:16.72953,
568,dried enterococcus faecium fermentation product,2024-05-02 10:49:16.72953,
569,mutton bone,2024-05-02 10:49:16.72953,
570,l carnitine,2024-05-02 10:49:16.72953,
571,ground corn,2024-05-02 10:49:16.72953,
572,a-4716,2024-05-02 10:49:16.72953,
573,riboflavin (vitamin b2),2024-05-02 10:49:16.72953,
574,dried sweet potato,2024-05-02 10:49:16.72953,
575,organic wheat grass,2024-05-02 10:49:16.72953,
576,corn starch,2024-05-02 10:49:16.72953,
577,sunflower oil (preserved with natural tocopherols),2024-05-02 10:49:16.72953,
578,organic dried kelp,2024-05-02 10:49:16.72953,
579,oat fiber,2024-05-02 10:49:16.72953,
580,vitamin d supplement.,2024-05-02 10:49:16.72953,
581,calcium panthothenate,2024-05-02 10:49:16.72953,
582,whole wheat flour,2024-05-02 10:49:16.72953,
583,cod with ground bone,2024-05-02 10:49:16.72953,
584,flax seeds,2024-05-02 10:49:16.72953,
585,ocean herring & mackerel,2024-05-02 10:49:16.72953,
586,kelp powder,2024-05-02 10:49:16.72953,
587,pearled barley,2024-05-02 10:49:16.72953,
588,calcium lactate,2024-05-02 10:49:16.72953,
589,thyme,2024-05-02 10:49:16.72953,
590,dried bifidobacterium longum fermentation product,2024-05-02 10:49:16.72953,
591,dried green beans,2024-05-02 10:49:16.72953,
592,f467520,2024-05-02 10:49:16.72953,
593,vitamins,2024-05-02 10:49:16.72953,
594,copper amino acid complex,2024-05-02 10:49:16.72953,
595,pollock broth,2024-05-02 10:49:16.72953,
596,chicory root extract,2024-05-02 10:49:16.72953,
597,d-calcium pantothen-ate,2024-05-02 10:49:16.72953,
598,5g/kg).,2024-05-02 10:49:16.72953,
599,freeze-dried herring,2024-05-02 10:49:16.72953,
600,pea protein isolate,2024-05-02 10:49:16.72953,
601,organic barley,2024-05-02 10:49:16.72953,
602,rice,2024-05-02 10:49:16.72953,
603,sunflower oil (preserved with tocopherols),2024-05-02 10:49:16.72953,
604,oregano,2024-05-02 10:49:16.72953,
605,beets,2024-05-02 10:49:16.72953,
606,organic cassava root flour,2024-05-02 10:49:16.72953,
607,ground chicken,2024-05-02 10:49:16.72953,
608,sebastes,2024-05-02 10:49:16.72953,
609,sodium heametaphosphate,2024-05-02 10:49:16.72953,
610,de-boned alaskan pollock,2024-05-02 10:49:16.72953,
611,probiotics,2024-05-02 10:49:16.72953,
612,sodium selenite. c256618.,2024-05-02 10:49:16.72953,
613,ground pork bones,2024-05-02 10:49:16.72953,
614,scallops,2024-05-02 10:49:16.72953,
615,vitamin d3 supplement).,2024-05-02 10:49:16.72953,
616,l-lysine hydrochloride,2024-05-02 10:49:16.72953,
617,salmon oil (preserved with mixed tocopherols) (source of dha),2024-05-02 10:49:16.72953,
618,ascorbic acid (source of vitamin c),2024-05-02 10:49:16.72953,
619,dried plain beetpulp,2024-05-02 10:49:16.72953,
620,fish,2024-05-02 10:49:16.72953,
621,sea bass,2024-05-02 10:49:16.72953,
622,whole eggs,2024-05-02 10:49:16.72953,
623,crab,2024-05-02 10:49:16.72953,
624,l-lysine,2024-05-02 10:49:16.72953,
625,vitamins (niacinamide,2024-05-02 10:49:16.72953,
626,c-6940,2024-05-02 10:49:16.72953,
627,broth,2024-05-02 10:49:16.72953,
628,vitamins [dl-alpha tocopherol acetate (source of vitamin e),2024-05-02 10:49:16.72953,
629,lamb blood,2024-05-02 10:49:16.72953,
630,whole grain ground corn,2024-05-02 10:49:16.72953,
631,fish oil (preserved with mixed tocopherols) (source of dha and epa),2024-05-02 10:49:16.72953,
632,pork flavor,2024-05-02 10:49:16.72953,
633,vitamin b9 (folic acid),2024-05-02 10:49:16.72953,
634,freeze-dried beef liver,2024-05-02 10:49:16.72953,
635,chicken breast,2024-05-02 10:49:16.72953,
636,powderedcellulose,2024-05-02 10:49:16.72953,
637,copper proteinate,2024-05-02 10:49:16.72953,
638,turnip,2024-05-02 10:49:16.72953,
639,trisodium phosphate,2024-05-02 10:49:16.72953,
640,sodium tripolyphospate,2024-05-02 10:49:16.72953,
641,thyme extract,2024-05-02 10:49:16.72953,
642,animal liver,2024-05-02 10:49:16.72953,
643,salmonoil,2024-05-02 10:49:16.72953,
644,whole chia seed,2024-05-02 10:49:16.72953,
645,freeze dried rabbit (including freeze dried ground rabbit bone),2024-05-02 10:49:16.72953,
646,gelatin,2024-05-02 10:49:16.72953,
647,sodium selenite. b-2564.,2024-05-02 10:49:16.72953,
648,cayenne,2024-05-02 10:49:16.72953,
649,mnganese sulfate,2024-05-02 10:49:16.72953,
650,beef fat preserved with mixed-tocopherols,2024-05-02 10:49:16.72953,
651,d-6650,2024-05-02 10:49:16.72953,
652,mutton tripe,2024-05-02 10:49:16.72953,
653,natural pork flavor,2024-05-02 10:49:16.72953,
654,sodium alginate,2024-05-02 10:49:16.72953,
655,ground peas,2024-05-02 10:49:16.72953,
656,freeze dried turkey liver,2024-05-02 10:49:16.72953,
657,nicacin supplement,2024-05-02 10:49:16.72953,
658,menhaden fish meal (source of glucosamine),2024-05-02 10:49:16.72953,
659,cassia gum(e427),2024-05-02 10:49:16.72953,
660,organic tapioca starch,2024-05-02 10:49:16.72953,
661,chicken fat preserved with mixed tocopherols (source of vitamin e),2024-05-02 10:49:16.72953,
662,ocean whitefish,2024-05-02 10:49:16.72953,
663,dried broccoli,2024-05-02 10:49:16.72953,
664,mixed tocopherols and citric acid,2024-05-02 10:49:16.72953,
665,choline chloride. this product is formulated to meet the nutritional levels established by the aafco cat food nutrient profiles for maintenance,2024-05-02 10:49:16.72953,
666,oocean whitefish,2024-05-02 10:49:16.72953,
667,vegetable broth,2024-05-02 10:49:16.72953,
668,tomato flakes,2024-05-02 10:49:16.72953,
669,calcium propionate (preservative),2024-05-02 10:49:16.72953,
670,ground whole brown rice,2024-05-02 10:49:16.72953,
671,whole grain brown rice,2024-05-02 10:49:16.72953,
672,cobalt glucoheptonate,2024-05-02 10:49:16.72953,
673,whole dried eggs,2024-05-02 10:49:16.72953,
674,natural seared salmon flavor,2024-05-02 10:49:16.72953,
675,dlmethionine,2024-05-02 10:49:16.72953,
676,dried bifidobacterium longum,2024-05-02 10:49:16.72953,
677,beef liver,2024-05-02 10:49:16.72953,
678,de-boned pork,2024-05-02 10:49:16.72953,
679,poultry by-product meal,2024-05-02 10:49:16.72953,
680,salmon oil (preserved with mixed tocopherols,2024-05-02 10:49:16.72953,
681,ground barley,2024-05-02 10:49:16.72953,
682,cranberry extract,2024-05-02 10:49:16.72953,
683,water sufficient for dry ingredient hydration,2024-05-02 10:49:16.72953,
684,pea protein,2024-05-02 10:49:16.72953,
685,dried turmeric,2024-05-02 10:49:16.72953,
686,c474820,2024-05-02 10:49:16.72953,
687,broccoli,2024-05-02 10:49:16.72953,
688,de-boned wild boar,2024-05-02 10:49:16.72953,
689,potassium lodide,2024-05-02 10:49:16.72953,
690,added color (red 3 and other artificial color),2024-05-02 10:49:16.72953,
691,monosodium phosphate,2024-05-02 10:49:16.72953,
692,hydrolyzed fish and chicken protein,2024-05-02 10:49:16.72953,
693,ocean menhaden fish meal,2024-05-02 10:49:16.72953,
694,yeast culture,2024-05-02 10:49:16.72953,
695,potassium iodide] vitamins [beta-carotene,2024-05-02 10:49:16.72953,
696,pork protein isolate,2024-05-02 10:49:16.72953,
697,vitamins (taurine,2024-05-02 10:49:16.72953,
698,vitamin d-3 supplement. b-2532.,2024-05-02 10:49:16.72953,
699,ground dried peas,2024-05-02 10:49:16.72953,
700,chicken (source of naturally occurring glucosamine & chondroitin),2024-05-02 10:49:16.72953,
701,dried apple pomace,2024-05-02 10:49:16.72953,
702,chicken (ground with bone),2024-05-02 10:49:16.72953,
703,juniper berry extract,2024-05-02 10:49:16.72953,
704,sunflower seed oil,2024-05-02 10:49:16.72953,
705,magnesium oxide,2024-05-02 10:49:16.72953,
706,sodium caseinate,2024-05-02 10:49:16.72953,
707,oat meal,2024-05-02 10:49:16.72953,
708,carrots,2024-05-02 10:49:16.72953,
709,menadione sodium bisulfite complex],2024-05-02 10:49:16.72953,
710,potassiumiodide),2024-05-02 10:49:16.72953,
711,niacin,2024-05-02 10:49:16.72953,
712,kelp meal,2024-05-02 10:49:16.72953,
713,tauine,2024-05-02 10:49:16.72953,
714,fructooligosaccharide,2024-05-02 10:49:16.72953,
715,pork fat (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
716,whole egg,2024-05-02 10:49:16.72953,
717,pyridozine hydrochloride (source of vitamin b6),2024-05-02 10:49:16.72953,
718,eggs,2024-05-02 10:49:16.72953,
719,dried blackberries,2024-05-02 10:49:16.72953,
720,a,2024-05-02 10:49:16.72953,
721,alfalfa nutrient concentrate,2024-05-02 10:49:16.72953,
722,fish oil (source of ara-arachidonic acid and dha-docosahexaenoic acid),2024-05-02 10:49:16.72953,
723,hydrolyzed yeast protein,2024-05-02 10:49:16.72953,
724,canthaxanthin (color).,2024-05-02 10:49:16.72953,
725,potassium iodate,2024-05-02 10:49:16.72953,
726,tilapia,2024-05-02 10:49:16.72953,
727,psyllium husk powder,2024-05-02 10:49:16.72953,
728,wheat,2024-05-02 10:49:16.72953,
729,citric acid (preservatives),2024-05-02 10:49:16.72953,
730,dried natural meat broth,2024-05-02 10:49:16.72953,
731,menadione sodium bisulfate complex (source of vitamin k activity),2024-05-02 10:49:16.72953,
732,l-ascorbyl- 2-polyphosphate (source of vitamin c),2024-05-02 10:49:16.72953,
733,water (sufficient for processing),2024-05-02 10:49:16.72953,
734,calcium sulfate,2024-05-02 10:49:16.72953,
735,red rice,2024-05-02 10:49:16.72953,
736,rosemary extract. sodium selenite,2024-05-02 10:49:16.72953,
737,vitamin a supplement,2024-05-02 10:49:16.72953,
738,canola oil (source of omega 6 fatty acids),2024-05-02 10:49:16.72953,
739,dried fermentation product (dried l. casei fermentation product,2024-05-02 10:49:16.72953,
740,l-ascorbyl-2-polyphosphate (source of ascorbic acid),2024-05-02 10:49:16.72953,
741,beans,2024-05-02 10:49:16.72953,
742,(vitamin e supplement,2024-05-02 10:49:16.72953,
743,copper amino acid complex),2024-05-02 10:49:16.72953,
744,herring oil (source of dha),2024-05-02 10:49:16.72953,
745,pea meal,2024-05-02 10:49:16.72953,
746,green beans,2024-05-02 10:49:16.72953,
747,medium chain triglyceride vegetable oil (mcts),2024-05-02 10:49:16.72953,
748,vitamin b12 supplement).,2024-05-02 10:49:16.72953,
749,dulse,2024-05-02 10:49:16.72953,
750,water sufficient for processing,2024-05-02 10:49:16.72953,
751,tuna oil,2024-05-02 10:49:16.72953,
752,c-6943,2024-05-02 10:49:16.72953,
753,niacin (vitamin b-3),2024-05-02 10:49:16.72953,
754,chicken fat (preserved with natural mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
755,dried lactobacillus casei fermentation product.,2024-05-02 10:49:16.72953,
756,monodicalcium phosphate,2024-05-02 10:49:16.72953,
757,(vitamin e supplement niacin thiamine mononitrate d-pantothenic acid vitamin a supplement riboflavin pyridoxine hydrochloride biotin vitamin b12 supplement vitamin d3 supplement folic acid),2024-05-02 10:49:16.72953,
758,cobalt proteinate,2024-05-02 10:49:16.72953,
759,caramel color.guaranteed analysis,2024-05-02 10:49:16.72953,
760,sunflower oil (preserved with mixed tocopherols and citric acid),2024-05-02 10:49:16.72953,
761,whole green peas,2024-05-02 10:49:16.72953,
762,pyridoxinehydrochloride,2024-05-02 10:49:16.72953,
763,annatto extract (color),2024-05-02 10:49:16.72953,
764,soy extract,2024-05-02 10:49:16.72953,
765,whitefish,2024-05-02 10:49:16.72953,
766,for more information about how we source all of our ingredients,2024-05-02 10:49:16.72953,
767,whole lentils,2024-05-02 10:49:16.72953,
768,spinach.,2024-05-02 10:49:16.72953,
769,freeze dried rabbit kidney,2024-05-02 10:49:16.72953,
770,rainbow trout,2024-05-02 10:49:16.72953,
771,crabmeat,2024-05-02 10:49:16.72953,
772,xanthan gum(e415)),2024-05-02 10:49:16.72953,
773,lentil flour,2024-05-02 10:49:16.72953,
774,broccoli.,2024-05-02 10:49:16.72953,
775,green lentils,2024-05-02 10:49:16.72953,
776,natural and artificial flavors,2024-05-02 10:49:16.72953,
777,egg flavor,2024-05-02 10:49:16.72953,
778,tuna and cod broth,2024-05-02 10:49:16.72953,
779,saccharomyces cerevisiae yeast culture,2024-05-02 10:49:16.72953,
780,mixed tocopherols(preservative),2024-05-02 10:49:16.72953,
781,organic chicken fat (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
782,organic spinach,2024-05-02 10:49:16.72953,
783,a natural source of vitamin e),2024-05-02 10:49:16.72953,
784,turkey heart,2024-05-02 10:49:16.72953,
785,vitamin a palmitate,2024-05-02 10:49:16.72953,
786,manganese sulfate,2024-05-02 10:49:16.72953,
787,fish meal (source of ocean fish flavor),2024-05-02 10:49:16.72953,
788,potassium chloride.,2024-05-02 10:49:16.72953,
789,lamb broth,2024-05-02 10:49:16.72953,
790,pork heart,2024-05-02 10:49:16.72953,
791,d calcium pantothenate,2024-05-02 10:49:16.72953,
792,minerals [magnesium sulfate,2024-05-02 10:49:16.72953,
793,turkey and tuna flavors),2024-05-02 10:49:16.72953,
794,tumeric,2024-05-02 10:49:16.72953,
795,dried lactobacillus reuteri fermentation product,2024-05-02 10:49:16.72953,
796,manganese sulfate].,2024-05-02 10:49:16.72953,
797,egg shell powder,2024-05-02 10:49:16.72953,
798,non-gmo cranberries,2024-05-02 10:49:16.72953,
799,dried enterococcus faecium fermentation product.,2024-05-02 10:49:16.72953,
800,animal fat (preserved with bha and citric acid),2024-05-02 10:49:16.72953,
801,pyridoxine hydrochloride (vitamin b-6),2024-05-02 10:49:16.72953,
802,potato starch,2024-05-02 10:49:16.72953,
803,barramundi,2024-05-02 10:49:16.72953,
804,dried tomato,2024-05-02 10:49:16.72953,
805,cholecalciferol,2024-05-02 10:49:16.72953,
806,taurine. *this product is made in a facility that handles grains.,2024-05-02 10:49:16.72953,
807,vitamins (vitamin e,2024-05-02 10:49:16.72953,
808,ground cinnamon,2024-05-02 10:49:16.72953,
809,f466420,2024-05-02 10:49:16.72953,
810,vitamin d-3 supplement]. b-4733,2024-05-02 10:49:16.72953,
811,potassium iodide. c253020.,2024-05-02 10:49:16.72953,
812,peppermint leaf,2024-05-02 10:49:16.72953,
813,sorbic acid (preservative),2024-05-02 10:49:16.72953,
814,bovine colostrum,2024-05-02 10:49:16.72953,
815,l-ascorbyl-2-polyphosphate (source of stabilized vitamin c),2024-05-02 10:49:16.72953,
816,dried skimmed milk,2024-05-02 10:49:16.72953,
817,spinach flakes,2024-05-02 10:49:16.72953,
818,chelated zinc proteinate,2024-05-02 10:49:16.72953,
819,dried parsley,2024-05-02 10:49:16.72953,
820,dehydrated blueberry,2024-05-02 10:49:16.72953,
821,ginger root,2024-05-02 10:49:16.72953,
822,dried whole eggs,2024-05-02 10:49:16.72953,
823,vitamins and minerals,2024-05-02 10:49:16.72953,
824,clams,2024-05-02 10:49:16.72953,
825,freeze dried turkey heart,2024-05-02 10:49:16.72953,
826,boneless turkey,2024-05-02 10:49:16.72953,
827,natural flavor...,2024-05-02 10:49:16.72953,
828,sodium selenite. a-2568,2024-05-02 10:49:16.72953,
829,rosemary extract,2024-05-02 10:49:16.72953,
830,alligator meal,2024-05-02 10:49:16.72953,
831,juniper berries,2024-05-02 10:49:16.72953,
832,mussel,2024-05-02 10:49:16.72953,
833,chicory extract (a source of inulin),2024-05-02 10:49:16.72953,
834,dextrose monohydrate,2024-05-02 10:49:16.72953,
835,garlic,2024-05-02 10:49:16.72953,
836,beta carotene,2024-05-02 10:49:16.72953,
837,calamari broth,2024-05-02 10:49:16.72953,
838,freeze dried rabbit,2024-05-02 10:49:16.72953,
839,menadione sodium  bisulfite complex,2024-05-02 10:49:16.72953,
840,dehydrated kelp,2024-05-02 10:49:16.72953,
841,c467020,2024-05-02 10:49:16.72953,
842,copper sulfate,2024-05-02 10:49:16.72953,
843,paprika extract (color),2024-05-02 10:49:16.72953,
844,thiamine mononitrate [source of vitamin b1],2024-05-02 10:49:16.72953,
845,vitamins (choline chloride,2024-05-02 10:49:16.72953,
846,menadione sodium bisulfite complex (source of vitamin k).,2024-05-02 10:49:16.72953,
847,iron sulfate,2024-05-02 10:49:16.72953,
848,celery extract,2024-05-02 10:49:16.72953,
849,nicotinic acid,2024-05-02 10:49:16.72953,
850,vitamin k3 supplement,2024-05-02 10:49:16.72953,
851,b470220,2024-05-02 10:49:16.72953,
852,menadione sodium bisulfite complex (source of vitamin k activity)),2024-05-02 10:49:16.72953,
853,pantothenate calcium,2024-05-02 10:49:16.72953,
854,dried carrot,2024-05-02 10:49:16.72953,
855,vitamin d2 supplement},2024-05-02 10:49:16.72953,
856,riboavin supplement,2024-05-02 10:49:16.72953,
857,pyridoxine hydrocholoride,2024-05-02 10:49:16.72953,
858,milk,2024-05-02 10:49:16.72953,
859,spearmint extract.,2024-05-02 10:49:16.72953,
860,tuna broth,2024-05-02 10:49:16.72953,
861,rabbit,2024-05-02 10:49:16.72953,
862,canthaxanthin,2024-05-02 10:49:16.72953,
863,cellulose powder,2024-05-02 10:49:16.72953,
864,dehydrated chicken liver,2024-05-02 10:49:16.72953,
865,zinc proteinate*,2024-05-02 10:49:16.72953,
866,whole ground flaxseed meal,2024-05-02 10:49:16.72953,
867,papaya,2024-05-02 10:49:16.72953,
868,yucca schidigera extract. *source of nitrogen trap system,2024-05-02 10:49:16.72953,
869,herring oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
870,venison broth,2024-05-02 10:49:16.72953,
871,chicken with ground bone,2024-05-02 10:49:16.72953,
872,niacinsupplement,2024-05-02 10:49:16.72953,
873,vitamin b supplement,2024-05-02 10:49:16.72953,
874,bacon,2024-05-02 10:49:16.72953,
875,vitamin k3 supplement (menadione sodium bisulfite)),2024-05-02 10:49:16.72953,
876,ocean fish,2024-05-02 10:49:16.72953,
877,dried brewer s yeast,2024-05-02 10:49:16.72953,
878,acadian redfish,2024-05-02 10:49:16.72953,
879,sodium ascorbate (to promote color retention) inulin,2024-05-02 10:49:16.72953,
880,turmeri,2024-05-02 10:49:16.72953,
881,quinoa seed,2024-05-02 10:49:16.72953,
882,celery powder,2024-05-02 10:49:16.72953,
883,dried kale,2024-05-02 10:49:16.72953,
884,minerals (zinc proteinate,2024-05-02 10:49:16.72953,
885,chicken fat (naturally preserved with vitamin e),2024-05-02 10:49:16.72953,
886,organic barley grass,2024-05-02 10:49:16.72953,
887,egg whites,2024-05-02 10:49:16.72953,
888,tricalcium phosphate,2024-05-02 10:49:16.72953,
889,ground whole flaxseed meal,2024-05-02 10:49:16.72953,
890,chicken fat (preserved naturally with mixed tocopherols),2024-05-02 10:49:16.72953,
891,dehydrated lactobacillus acidophilus fermentation product,2024-05-02 10:49:16.72953,
892,whole grain oats,2024-05-02 10:49:16.72953,
893,dried brewer's yeast,2024-05-02 10:49:16.72953,
894,sardines,2024-05-02 10:49:16.72953,
895,salmon oil,2024-05-02 10:49:16.72953,
896,defluorinated phosphate,2024-05-02 10:49:16.72953,
897,deboned rabbit,2024-05-02 10:49:16.72953,
898,fennel,2024-05-02 10:49:16.72953,
899,vitamin b12 supplement],2024-05-02 10:49:16.72953,
900,sunflower seeds,2024-05-02 10:49:16.72953,
901,modified corn starch,2024-05-02 10:49:16.72953,
902,freeze dried beef,2024-05-02 10:49:16.72953,
903,camellia,2024-05-02 10:49:16.72953,
904,rabbit lungs,2024-05-02 10:49:16.72953,
905,pork livers,2024-05-02 10:49:16.72953,
906,herring oil,2024-05-02 10:49:16.72953,
907,menhaden fish oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
908,vitamins [cholecalciferol (source of vitamin d3),2024-05-02 10:49:16.72953,
909,freeze dried chicken,2024-05-02 10:49:16.72953,
910,potassium chl...oride,2024-05-02 10:49:16.72953,
911,vitamin d3,2024-05-02 10:49:16.72953,
912,canola oil (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
913,calendula,2024-05-02 10:49:16.72953,
914,folic acid) dried kelp,2024-05-02 10:49:16.72953,
915,fos,2024-05-02 10:49:16.72953,
916,blackberries,2024-05-02 10:49:16.72953,
917,chelated manganese sulfate,2024-05-02 10:49:16.72953,
918,chelated cobalt proteinate,2024-05-02 10:49:16.72953,
919,whole apples,2024-05-02 10:49:16.72953,
920,animal fat (preserved with mixed tocopherols),2024-05-02 10:49:16.72953,
921,trout meal,2024-05-02 10:49:16.72953,
922,de-boned salmon,2024-05-02 10:49:16.72953,
923,dried chicken,2024-05-02 10:49:16.72953,
924,organic butternut squash,2024-05-02 10:49:16.72953,
925,mixed tocopherols (for added freshness),2024-05-02 10:49:16.72953,
926,boneless duck,2024-05-02 10:49:16.72953,
927,naturalflavor,2024-05-02 10:49:16.72953,
928,flounder,2024-05-02 10:49:16.72953,
929,dried trichoderma longibrachiatum fermentation extract. contains a source of live naturally occurring microorganisms.,2024-05-02 10:49:16.72953,
930,tricalcium phos phate,2024-05-02 10:49:16.72953,
931,dried lactobacillus fermentation extract,2024-05-02 10:49:16.72953,
932,preserved with natural mixed tocopherols and citric acid.,2024-05-02 10:49:16.72953,
933,whole pears,2024-05-02 10:49:16.72953,
934,fructo-oligosaccharides,2024-05-02 10:49:16.72953,
935,dehydrated alfalfa meal,2024-05-02 10:49:16.72953,
936,folic acid (vitamin b9),2024-05-02 10:49:16.72953,
937,pecans,2024-05-02 10:49:16.72953,
938,pyridoxine hydrochlorine,2024-05-02 10:49:16.72953,
939,peppermint leaf powder,2024-05-02 10:49:16.72953,
940,minerals (iron proteinate,2024-05-02 10:49:16.72953,
941,dicalsium phosphate,2024-05-02 10:49:16.72953,
942,dried trichoderma longibrachiatum fermentation extract,2024-05-02 10:49:16.72953,
943,yellow 5,2024-05-02 10:49:16.72953,
944,minerals {zinc proteinate,2024-05-02 10:49:16.72953,
945,skipjack tuna,2024-05-02 10:49:16.72953,
946,pyridoxin hydrochloride,2024-05-02 10:49:16.72953,
947,d-calcium-pantothenate,2024-05-02 10:49:16.72953,
948,peppermint,2024-05-02 10:49:16.72953,
949,c474320,2024-05-02 10:49:16.72953,
950,nicotinic acid (vitamin b3 supplement),2024-05-02 10:49:16.72953,
951,vita min e supplement,2024-05-02 10:49:16.72953,
952,folic acid (vitamin b9). this product was made using alligator that was sourced in the united states in full compliance with the provisions of the convention on international trade in endangered species (cites).,2024-05-02 10:49:16.72953,
953,dried yucca schidigera extract,2024-05-02 10:49:16.72953,
954,organic chicken meal,2024-05-02 10:49:16.72953,
955,animal fat (preserved with bha & citric acid) natural flavors (source of chicken flavor),2024-05-02 10:49:16.72953,
956,potassium choride(e508),2024-05-02 10:49:16.72953,
957,dried pineapple (natural source of bromelain),2024-05-02 10:49:16.72953,
958,dried enterococcus faecium,2024-05-02 10:49:16.72953,
